City,variable,time,value
St. Louis,Annual Mean Temperature,2050,16.4
Rome,Annual Mean Temperature,2050,18.13333333
Moscow,Annual Mean Temperature,2050,8.366666667
Aguascalientes,Annual Mean Temperature,2050,20.46666667
Cincinnati,Annual Mean Temperature,2050,15.2
Salt Lake City,Annual Mean Temperature,2050,14.03333333
Cleveland,Annual Mean Temperature,2050,13.33333333
Hamburg,Annual Mean Temperature,2050,10.96666667
Detroit,Annual Mean Temperature,2050,12.93333333
Baltimore,Annual Mean Temperature,2050,16.43333333
Buffalo,Annual Mean Temperature,2050,11.93333333
Vatican City,Annual Mean Temperature,2050,18.06666667
Djibouti,Annual Mean Temperature,2050,32.13333333
Dushanbe,Annual Mean Temperature,2050,18.3
Mariehamn,Annual Mean Temperature,2050,7.366666667
Brussels,Annual Mean Temperature,2050,12.6
Marseille,Annual Mean Temperature,2050,16.4
Louisville,Annual Mean Temperature,2050,16.43333333
San Luis Potosi,Annual Mean Temperature,2050,20.4
Naypyidaw,Annual Mean Temperature,2050,28.96666667
Helsinki,Annual Mean Temperature,2050,8.233333333
Chongqing,Annual Mean Temperature,2050,21
Tallinn,Annual Mean Temperature,2050,8.433333333
Urumqi,Annual Mean Temperature,2050,10.23333333
Baku,Annual Mean Temperature,2050,17.53333333
Aleppo,Annual Mean Temperature,2050,19.63333333
Kobenhavn,Annual Mean Temperature,2050,10.83333333
Pune,Annual Mean Temperature,2050,26.9
Izmir,Annual Mean Temperature,2050,20.06666667
San Salvador,Annual Mean Temperature,2050,25.4
Bern,Annual Mean Temperature,2050,11.36666667
Nagpur,Annual Mean Temperature,2050,28.86666667
Riga,Annual Mean Temperature,2050,9.4
Lille,Annual Mean Temperature,2050,12.23333333
Sukhumi,Annual Mean Temperature,2050,16.63333333
Nashville,Annual Mean Temperature,2050,17.7
Ilorin,Annual Mean Temperature,2050,28.6
Riyadh,Annual Mean Temperature,2050,28.16666667
Guadalajara,Annual Mean Temperature,2050,22
Leeds,Annual Mean Temperature,2050,11.26666667
Ramallah,Annual Mean Temperature,2050,18.8
Munich,Annual Mean Temperature,2050,10.83333333
Cuiaba,Annual Mean Temperature,2050,28.26666667
Kansas City,Annual Mean Temperature,2050,16.13333333
Xian,Annual Mean Temperature,2050,16.63333333
Memphis,Annual Mean Temperature,2050,19.26666667
Chicago,Annual Mean Temperature,2050,13.3
Nairobi,Annual Mean Temperature,2050,20.93333333
Ahvaz,Annual Mean Temperature,2050,27.73333333
Adelaide,Annual Mean Temperature,2050,18.06666667
Perth,Annual Mean Temperature,2050,20.3
Baghdad,Annual Mean Temperature,2050,25.5
Cardiff,Annual Mean Temperature,2050,12.23333333
Philadelphia,Annual Mean Temperature,2050,15.4
Adana,Annual Mean Temperature,2050,21.83333333
Queretaro,Annual Mean Temperature,2050,20.6
Wellington,Annual Mean Temperature,2050,15.06666667
Birmingham,Annual Mean Temperature,2050,11.2
Belem,Annual Mean Temperature,2050,28.83333333
Edinburgh,Annual Mean Temperature,2050,10.43333333
Bir Lehlou,Annual Mean Temperature,2050,25.6
Kigali,Annual Mean Temperature,2050,22.7
Hartford,Annual Mean Temperature,2050,13
Milwaukee,Annual Mean Temperature,2050,11.7
"Washington, D.C.",Annual Mean Temperature,2050,16.36666667
Mexico City,Annual Mean Temperature,2050,18.2
Kermanshah,Annual Mean Temperature,2050,16.36666667
Jaipur,Annual Mean Temperature,2050,27.4
Tabriz,Annual Mean Temperature,2050,14.26666667
Samara,Annual Mean Temperature,2050,8.233333333
San Bernardino,Annual Mean Temperature,2050,20.5
Mandalay,Annual Mean Temperature,2050,29.03333333
Leon,Annual Mean Temperature,2050,21.4
Canberra,Annual Mean Temperature,2050,15
Tunis,Annual Mean Temperature,2050,20.23333333
Torreon,Annual Mean Temperature,2050,23.96666667
New York,Annual Mean Temperature,2050,14.96666667
Hyderabad,Annual Mean Temperature,2050,28.46666667
Hyderabad,Annual Mean Temperature,2050,28.46666667
Las Vegas,Annual Mean Temperature,2050,21.06666667
Indore,Annual Mean Temperature,2050,26.73333333
Manaus,Annual Mean Temperature,2050,29.6
Semarang,Annual Mean Temperature,2050,28.66666667
Nanchong,Annual Mean Temperature,2050,19.86666667
Asuncion,Annual Mean Temperature,2050,24.9
Denver,Annual Mean Temperature,2050,12.9
Juba,Annual Mean Temperature,2050,29.43333333
Bangui,Annual Mean Temperature,2050,28.2
Manila,Annual Mean Temperature,2050,28.9
Lanzhou,Annual Mean Temperature,2050,12.36666667
Niamey,Annual Mean Temperature,2050,31.63333333
Lubumbashi,Annual Mean Temperature,2050,22.76666667
Austin,Annual Mean Temperature,2050,22.66666667
Dallas,Annual Mean Temperature,2050,21.56666667
Calgary,Annual Mean Temperature,2050,6.266666667
Puebla,Annual Mean Temperature,2050,19.16666667
Melbourne,Annual Mean Temperature,2050,16.73333333
Ashgabat,Annual Mean Temperature,2050,18.36666667
Ogbomosho,Annual Mean Temperature,2050,27.76666667
Bishkek,Annual Mean Temperature,2050,13.43333333
Gujranwala,Annual Mean Temperature,2050,26.03333333
Quito,Annual Mean Temperature,2050,15.96666667
Taiyuan,Annual Mean Temperature,2050,12.6
Ahmedabad,Annual Mean Temperature,2050,29.23333333
Patna,Annual Mean Temperature,2050,27.66666667
Kano,Annual Mean Temperature,2050,28.43333333
Tel Aviv-Yafo,Annual Mean Temperature,2050,22.4
Beirut,Annual Mean Temperature,2050,22.76666667
Lusaka,Annual Mean Temperature,2050,22.6
Ndjamena,Annual Mean Temperature,2050,30
Guatemala,Annual Mean Temperature,2050,21.36666667
Brazzaville,Annual Mean Temperature,2050,27.73333333
Ho Chi Minh City,Annual Mean Temperature,2050,29.16666667
Surat,Annual Mean Temperature,2050,29.13333333
Al Hudaydah,Annual Mean Temperature,2050,31.63333333
Bangalore,Annual Mean Temperature,2050,25.93333333
Kaduna,Annual Mean Temperature,2050,27.3
Kabul,Annual Mean Temperature,2050,15.16666667
Zaria,Annual Mean Temperature,2050,27.03333333
Bamako,Annual Mean Temperature,2050,30.3
Rotterdam,Annual Mean Temperature,2050,11.73333333
Valletta,Annual Mean Temperature,2050,20.83333333
San Antonio,Annual Mean Temperature,2050,23.03333333
Bujumbura,Annual Mean Temperature,2050,26.53333333
Maracay,Annual Mean Temperature,2050,26.83333333
Mashhad,Annual Mean Temperature,2050,16.03333333
Kanpur,Annual Mean Temperature,2050,27.53333333
Tirana,Annual Mean Temperature,2050,17.4
Belfast,Annual Mean Temperature,2050,10.63333333
New Delhi,Annual Mean Temperature,2050,27.26666667
Abidjan,Annual Mean Temperature,2050,28.3
Tegucigalpa,Annual Mean Temperature,2050,23.9
Doha,Annual Mean Temperature,2050,29.4
Kumasi,Annual Mean Temperature,2050,28.1
Toluca,Annual Mean Temperature,2050,15.96666667
Delhi,Annual Mean Temperature,2050,27.23333333
Barcelona,Annual Mean Temperature,2050,18.76666667
Amsterdam,Annual Mean Temperature,2050,11.3
Istanbul,Annual Mean Temperature,2050,16.13333333
Abuja,Annual Mean Temperature,2050,27.36666667
Monterrey,Annual Mean Temperature,2050,24.43333333
Boston,Annual Mean Temperature,2050,12.86666667
Dodoma,Annual Mean Temperature,2050,24.56666667
The Hague,Annual Mean Temperature,2050,11.66666667
Dublin,Annual Mean Temperature,2050,11.53333333
Jinan,Annual Mean Temperature,2050,17.1
Mombasa,Annual Mean Temperature,2050,28.33333333
Lisbon,Annual Mean Temperature,2050,18.46666667
Lucknow,Annual Mean Temperature,2050,27.43333333
Addis Ababa,Annual Mean Temperature,2050,17.73333333
Richmond,Annual Mean Temperature,2050,17
Banjul,Annual Mean Temperature,2050,28.2
Changsha,Annual Mean Temperature,2050,20.13333333
Jeddah,Annual Mean Temperature,2050,30.76666667
La Paz,Annual Mean Temperature,2050,11.76666667
Harbin,Annual Mean Temperature,2050,6.166666667
Rawalpindi,Annual Mean Temperature,2050,23.76666667
Yamoussoukro,Annual Mean Temperature,2050,27.9
Charlotte,Annual Mean Temperature,2050,18.4
Guiyang,Annual Mean Temperature,2050,18.36666667
Windhoek,Annual Mean Temperature,2050,22.06666667
Glasgow,Annual Mean Temperature,2050,10.23333333
Wuhan,Annual Mean Temperature,2050,19.6
Tripoli,Annual Mean Temperature,2050,21.86666667
Batumi,Annual Mean Temperature,2050,16.8
Ciudad Juarez,Annual Mean Temperature,2050,19.9
Jakarta,Annual Mean Temperature,2050,29.33333333
Bridgeport,Annual Mean Temperature,2050,13.63333333
Porto,Annual Mean Temperature,2050,16.4
Atlanta,Annual Mean Temperature,2050,18.7
Ouagadougou,Annual Mean Temperature,2050,30.5
Teresina,Annual Mean Temperature,2050,29.73333333
Rabat,Annual Mean Temperature,2050,19.83333333
Lilongwe,Annual Mean Temperature,2050,22.43333333
Bangkok,Annual Mean Temperature,2050,30.06666667
Palembang,Annual Mean Temperature,2050,29.26666667
Rosario,Annual Mean Temperature,2050,18.3
Cali,Annual Mean Temperature,2050,26.03333333
Kolkata,Annual Mean Temperature,2050,28.16666667
Monaco,Annual Mean Temperature,2050,15.9
Conakry,Annual Mean Temperature,2050,29.43333333
Medina,Annual Mean Temperature,2050,30.23333333
Hangzhou,Annual Mean Temperature,2050,19.03333333
Alexandria,Annual Mean Temperature,2050,22.7
Malabo,Annual Mean Temperature,2050,26.76666667
Goiania,Annual Mean Temperature,2050,25.2
Harare,Annual Mean Temperature,2050,20.56666667
Cordoba,Annual Mean Temperature,2050,18.8
Santa Cruz,Annual Mean Temperature,2050,26.3
Hanoi,Annual Mean Temperature,2050,25.96666667
Islamabad,Annual Mean Temperature,2050,23.8
Natal,Annual Mean Temperature,2050,27.63333333
Paramaribo,Annual Mean Temperature,2050,28.66666667
Sapporo,Annual Mean Temperature,2050,11.23333333
Zibo,Annual Mean Temperature,2050,15.9
Kuala Lumpur,Annual Mean Temperature,2050,29.03333333
Mexicali,Annual Mean Temperature,2050,24.96666667
Chengdu,Annual Mean Temperature,2050,18.63333333
Haifa,Annual Mean Temperature,2050,22.06666667
Nouakchott,Annual Mean Temperature,2050,27.66666667
Auckland,Annual Mean Temperature,2050,17.2
Nicosia,Annual Mean Temperature,2050,20.93333333
Santiago,Annual Mean Temperature,2050,16.53333333
Khartoum,Annual Mean Temperature,2050,32.13333333
Faisalabad,Annual Mean Temperature,2050,26.26666667
Rajshahi,Annual Mean Temperature,2050,27.56666667
Seoul,Annual Mean Temperature,2050,14.33333333
Bogor,Annual Mean Temperature,2050,27.66666667
Panama City,Annual Mean Temperature,2050,28.8
Chennai,Annual Mean Temperature,2050,30.1
Bucaramanga,Annual Mean Temperature,2050,25.5
Guayaquil,Annual Mean Temperature,2050,27.56666667
Mogadishu,Annual Mean Temperature,2050,28.6
Dubai,Annual Mean Temperature,2050,29.03333333
Kelang,Annual Mean Temperature,2050,28.9
Salvador,Annual Mean Temperature,2050,26.8
Douala,Annual Mean Temperature,2050,28.1
Arequipa,Annual Mean Temperature,2050,16.8
Valencia,Annual Mean Temperature,2050,25.53333333
Bissau,Annual Mean Temperature,2050,28.1
Sao Tome,Annual Mean Temperature,2050,27.03333333
Brasilia,Annual Mean Temperature,2050,23.23333333
Shanghai,Annual Mean Temperature,2050,18.46666667
Vientiane,Annual Mean Temperature,2050,27.46666667
Buenos Aires,Annual Mean Temperature,2050,18.43333333
Port-au-Prince,Annual Mean Temperature,2050,28.4
Montevideo,Annual Mean Temperature,2050,17.7
Shijianzhuang,Annual Mean Temperature,2050,15.6
Providence,Annual Mean Temperature,2050,12.56666667
Mbuji-Mayi,Annual Mean Temperature,2050,27.7
Georgetown,Annual Mean Temperature,2050,28.76666667
Orlando,Annual Mean Temperature,2050,24.23333333
Khulna,Annual Mean Temperature,2050,27.93333333
Cape Town,Annual Mean Temperature,2050,18.5
Haiphong,Annual Mean Temperature,2050,26.16666667
Reykjavik,Annual Mean Temperature,2050,6.833333333
Mendoza,Annual Mean Temperature,2050,18.46666667
Changchun,Annual Mean Temperature,2050,7.666666667
Porto Alegre,Annual Mean Temperature,2050,21.06666667
Joao Pessoa,Annual Mean Temperature,2050,27.33333333
Port Harcourt,Annual Mean Temperature,2050,28.23333333
Monrovia,Annual Mean Temperature,2050,27.26666667
Fuzhou,Annual Mean Temperature,2050,22.23333333
Dhaka,Annual Mean Temperature,2050,27.73333333
Davao,Annual Mean Temperature,2050,28.7
Nanjing,Annual Mean Temperature,2050,17.86666667
Taizz,Annual Mean Temperature,2050,26.53333333
Hiroshima,Annual Mean Temperature,2050,17.8
Jacksonville,Annual Mean Temperature,2050,22.86666667
Phoenix,Annual Mean Temperature,2050,24.13333333
Pyongyang,Annual Mean Temperature,2050,12.26666667
Libreville,Annual Mean Temperature,2050,27.96666667
Phnom Penh,Annual Mean Temperature,2050,29.6
Qingdao,Annual Mean Temperature,2050,15.06666667
Ponta Delgada,Annual Mean Temperature,2050,18.83333333
Hamilton,Annual Mean Temperature,2050,23.3
Yaounde,Annual Mean Temperature,2050,25.9
Bandar Lampung,Annual Mean Temperature,2050,28.1
Hargeysa,Annual Mean Temperature,2050,24.2
Zhengzhou,Annual Mean Temperature,2050,16.76666667
Johor Bahru,Annual Mean Temperature,2050,28.43333333
Medan,Annual Mean Temperature,2050,28.53333333
Kuwait,Annual Mean Temperature,2050,27.86666667
Multan,Annual Mean Temperature,2050,27.96666667
Peshawar,Annual Mean Temperature,2050,24.96666667
Incheon,Annual Mean Temperature,2050,14.13333333
Cartagena,Annual Mean Temperature,2050,29.1
Fukuoka,Annual Mean Temperature,2050,18.56666667
Saint George's,Annual Mean Temperature,2050,28.46666667
Shenyeng,Annual Mean Temperature,2050,11.23333333
Vitoria,Annual Mean Temperature,2050,26.36666667
Goyang,Annual Mean Temperature,2050,14.13333333
New Orleans,Annual Mean Temperature,2050,22.73333333
Benin City,Annual Mean Temperature,2050,28.06666667
Colombo,Annual Mean Temperature,2050,28.6
Houston,Annual Mean Temperature,2050,22.96666667
Stanley,Annual Mean Temperature,2050,6.866666667
Ibadan,Annual Mean Temperature,2050,28.2
Makkah,Annual Mean Temperature,2050,32.6
Port Moresby,Annual Mean Temperature,2050,28.23333333
Recife,Annual Mean Temperature,2050,27.46666667
Porto-Novo,Annual Mean Temperature,2050,29.03333333
Singapore,Annual Mean Temperature,2050,28.33333333
Tianjin,Annual Mean Temperature,2050,14.8
Putrajaya,Annual Mean Temperature,2050,28.83333333
Beijing,Annual Mean Temperature,2050,14.5
Nagoya,Annual Mean Temperature,2050,18.06666667
Tokyo,Annual Mean Temperature,2050,17.8
Sri Jawewardenepura Kotte,Annual Mean Temperature,2050,28.6
Pekanbaru,Annual Mean Temperature,2050,28.86666667
Funchal,Annual Mean Temperature,2050,20.3
Algiers,Annual Mean Temperature,2050,20.4
Sao Luis,Annual Mean Temperature,2050,28.8
Sucre,Annual Mean Temperature,2050,18.03333333
Bandung,Annual Mean Temperature,2050,25.1
Zamboanga,Annual Mean Temperature,2050,28.5
Malang,Annual Mean Temperature,2050,25.33333333
Accra,Annual Mean Temperature,2050,28.56666667
Dili,Annual Mean Temperature,2050,29.13333333
Hims,Annual Mean Temperature,2050,18.76666667
Kyoto,Annual Mean Temperature,2050,17.63333333
Virginia Beach,Annual Mean Temperature,2050,17.73333333
Suva,Annual Mean Temperature,2050,25.9
Gaza,Annual Mean Temperature,2050,22.1
Kinshasa,Annual Mean Temperature,2050,27.63333333
Sendai,Annual Mean Temperature,2050,14.7
Padang,Annual Mean Temperature,2050,28.6
Laayoune,Annual Mean Temperature,2050,21.8
Havana,Annual Mean Temperature,2050,26.9
Kananga,Annual Mean Temperature,2050,27.13333333
Port Louis,Annual Mean Temperature,2050,25.26666667
Cotonou,Annual Mean Temperature,2050,28.63333333
Muscat,Annual Mean Temperature,2050,30.23333333
Macau,Annual Mean Temperature,2050,24.46666667
Joinville,Annual Mean Temperature,2050,22.6
Caracas,Annual Mean Temperature,2050,22.66666667
Pago Pago,Annual Mean Temperature,2050,27.76666667
George Town,Annual Mean Temperature,2050,28.13333333
Lome,Annual Mean Temperature,2050,28.46666667
Suwon,Annual Mean Temperature,2050,14.03333333
Willemstad,Annual Mean Temperature,2050,28.56666667
Johannesburg,Annual Mean Temperature,2050,18.56666667
Dalian,Annual Mean Temperature,2050,13.6
Nampo,Annual Mean Temperature,2050,12.73333333
Barranquilla,Annual Mean Temperature,2050,29.46666667
Casablanca,Annual Mean Temperature,2050,19.56666667
Gwangju,Annual Mean Temperature,2050,16.23333333
Guangzhou,Annual Mean Temperature,2050,24.4
Jinxi,Annual Mean Temperature,2050,11.5
Lagos,Annual Mean Temperature,2050,28.7
Noumea,Annual Mean Temperature,2050,24.36666667
Dongguan,Annual Mean Temperature,2050,24.46666667
Maputo,Annual Mean Temperature,2050,24.63333333
Kampala,Annual Mean Temperature,2050,23.6
Antananarivo,Annual Mean Temperature,2050,20.63333333
Port Vila,Annual Mean Temperature,2050,25.63333333
Valparaiso,Annual Mean Temperature,2050,16.3
Agana,Annual Mean Temperature,2050,28.73333333
Nanning,Annual Mean Temperature,2050,24.63333333
Cebu,Annual Mean Temperature,2050,29.16666667
Daejeon,Annual Mean Temperature,2050,14.86666667
Praia,Annual Mean Temperature,2050,26.4
Kunming,Annual Mean Temperature,2050,17.1
Nukualofa,Annual Mean Temperature,2050,24.96666667
Surabaya,Annual Mean Temperature,2050,28.86666667
Grand Turk,Annual Mean Temperature,2050,27.76666667
Almaty,Annual Mean Temperature,2050,11
Taipei,Annual Mean Temperature,2050,23.66666667
Bandar Seri Begawan,Annual Mean Temperature,2050,29.2
Roseau,Annual Mean Temperature,2050,27.73333333
Dar es Salaam,Annual Mean Temperature,2050,27.56666667
Basseterre,Annual Mean Temperature,2050,28.16666667
Merida,Annual Mean Temperature,2050,27.8
Huambo,Annual Mean Temperature,2050,21.26666667
Osaka,Annual Mean Temperature,2050,18.2
Melekeok,Annual Mean Temperature,2050,29.03333333
Oranjestad,Annual Mean Temperature,2050,29
Palikir,Annual Mean Temperature,2050,28.36666667
Basra,Annual Mean Temperature,2050,27.06666667
Daegu,Annual Mean Temperature,2050,16.06666667
Chittagong,Annual Mean Temperature,2050,27.76666667
Papeete,Annual Mean Temperature,2050,27.16666667
Shenzhen,Annual Mean Temperature,2050,24.7
Kingston,Annual Mean Temperature,2050,27.8
Saint John's,Annual Mean Temperature,2050,28
Maceio,Annual Mean Temperature,2050,26.26666667
Tampa,Annual Mean Temperature,2050,24.56666667
Xiamen,Annual Mean Temperature,2050,23.43333333
Fortaleza,Annual Mean Temperature,2050,27.96666667
Honiara,Annual Mean Temperature,2050,27.76666667
Ad Damman,Annual Mean Temperature,2050,28.4
Brisbane,Annual Mean Temperature,2050,22.2
San Francisco,Annual Mean Temperature,2050,15.33333333
Tainan,Annual Mean Temperature,2050,25.46666667
Busan,Annual Mean Temperature,2050,16.16666667
Bloemfontein,Annual Mean Temperature,2050,18.73333333
Maseru,Annual Mean Temperature,2050,17.63333333
Kaohsiung,Annual Mean Temperature,2050,25.13333333
Miami,Annual Mean Temperature,2050,26.03333333
Belo Horizonte,Annual Mean Temperature,2050,22.96666667
Belmopan,Annual Mean Temperature,2050,26.93333333
Sydney,Annual Mean Temperature,2050,19.56666667
Ulsan,Annual Mean Temperature,2050,16.2
Taichung,Annual Mean Temperature,2050,23.86666667
Pretoria,Annual Mean Temperature,2050,20.23333333
Los Angeles,Annual Mean Temperature,2050,20.4
Curitiba,Annual Mean Temperature,2050,18.7
Tijuana,Annual Mean Temperature,2050,18.56666667
Rio de Janeiro,Annual Mean Temperature,2050,24.53333333
Hong Kong,Annual Mean Temperature,2050,24.56666667
Campinas,Annual Mean Temperature,2050,21.43333333
Freetown,Annual Mean Temperature,2050,27.6
Florianopolis,Annual Mean Temperature,2050,21.6
Benoni,Annual Mean Temperature,2050,18.13333333
Luanda,Annual Mean Temperature,2050,25.86666667
Sao Paulo,Annual Mean Temperature,2050,20.43333333
Mbabane,Annual Mean Temperature,2050,18.7
Asmara,Annual Mean Temperature,2050,19
Kathmandu,Annual Mean Temperature,2050,20.13333333
Gaborone,Annual Mean Temperature,2050,22.86666667
Dakar,Annual Mean Temperature,2050,26.26666667
Durban,Annual Mean Temperature,2050,22.33333333
Vereeniging,Annual Mean Temperature,2050,19
Oran,Annual Mean Temperature,2050,20.43333333
Port Elizabeth,Annual Mean Temperature,2050,19.13333333
San Diego,Annual Mean Temperature,2050,19.06666667
Santos,Annual Mean Temperature,2050,23.43333333
Ljubljana,Maximum Temperature of Warmest Month,2018,23.60000038
Belgrade,Maximum Temperature of Warmest Month,2018,25.79999924
Novi Sad,Maximum Temperature of Warmest Month,2018,25.5
Budapest,Maximum Temperature of Warmest Month,2018,24.39999962
Turin,Maximum Temperature of Warmest Month,2018,26.60000038
Yerevan,Maximum Temperature of Warmest Month,2018,29
Vienna,Maximum Temperature of Warmest Month,2018,23.39999962
Bratislava,Maximum Temperature of Warmest Month,2018,23.60000038
Banja Luka,Maximum Temperature of Warmest Month,2018,25.20000076
Fez,Maximum Temperature of Warmest Month,2018,31.89999962
Zagreb,Maximum Temperature of Warmest Month,2018,24.60000038
Milan,Maximum Temperature of Warmest Month,2018,27.10000038
Tbilisi,Maximum Temperature of Warmest Month,2018,28.5
Rostov,Maximum Temperature of Warmest Month,2018,26.10000038
Konya,Maximum Temperature of Warmest Month,2018,27.10000038
Podgorica,Maximum Temperature of Warmest Month,2018,29.79999924
Marrakesh,Maximum Temperature of Warmest Month,2018,34
Skopje,Maximum Temperature of Warmest Month,2018,28
Dnipro,Maximum Temperature of Warmest Month,2018,25
Bucharest,Maximum Temperature of Warmest Month,2018,26.60000038
Sarajevo,Maximum Temperature of Warmest Month,2018,24.5
Lyon,Maximum Temperature of Warmest Month,2018,24.29999924
Kiev,Maximum Temperature of Warmest Month,2018,22.89999962
Prague,Maximum Temperature of Warmest Month,2018,22.20000076
Warsaw,Maximum Temperature of Warmest Month,2018,21.79999924
Qom,Maximum Temperature of Warmest Month,2018,36.59999847
Pristina,Maximum Temperature of Warmest Month,2018,24.89999962
Karaj,Maximum Temperature of Warmest Month,2018,31.79999924
Ankara,Maximum Temperature of Warmest Month,2018,28.20000076
Madrid,Maximum Temperature of Warmest Month,2018,29.39999962
Portland,Maximum Temperature of Warmest Month,2018,23.70000076
Mosul,Maximum Temperature of Warmest Month,2018,39.90000153
Jerusalem,Maximum Temperature of Warmest Month,2018,27.29999924
Manchester,Maximum Temperature of Warmest Month,2018,18.89999962
Tehran,Maximum Temperature of Warmest Month,2018,34.40000153
Sofia,Maximum Temperature of Warmest Month,2018,24.89999962
Berlin,Maximum Temperature of Warmest Month,2018,22
Paris,Maximum Temperature of Warmest Month,2018,22.70000076
Seattle,Maximum Temperature of Warmest Month,2018,21.39999962
Gaziantep,Maximum Temperature of Warmest Month,2018,33
St. Petersburg,Maximum Temperature of Warmest Month,2018,20.20000076
Tashkent,Maximum Temperature of Warmest Month,2018,33.29999924
Irbil,Maximum Temperature of Warmest Month,2018,39.40000153
Stockholm,Maximum Temperature of Warmest Month,2018,19.79999924
London,Maximum Temperature of Warmest Month,2018,21
Toronto,Maximum Temperature of Warmest Month,2018,24.89999962
Vilnius,Maximum Temperature of Warmest Month,2018,21.20000076
Kharkiv,Maximum Temperature of Warmest Month,2018,23.79999924
Andorra,Maximum Temperature of Warmest Month,2018,21.5
Luxembourg,Maximum Temperature of Warmest Month,2018,21
Rangoon,Maximum Temperature of Warmest Month,2018,33.20000076
Isfahan,Maximum Temperature of Warmest Month,2018,34.59999847
Cologne,Maximum Temperature of Warmest Month,2018,21.79999924
Montreal,Maximum Temperature of Warmest Month,2018,25.29999924
San Marino,Maximum Temperature of Warmest Month,2018,26.5
Minsk,Maximum Temperature of Warmest Month,2018,21.60000038
Athens,Maximum Temperature of Warmest Month,2018,30.60000038
Minneapolis,Maximum Temperature of Warmest Month,2018,27.29999924
Ottawa,Maximum Temperature of Warmest Month,2018,24.60000038
Vaduz,Maximum Temperature of Warmest Month,2018,22.20000076
Columbus,Maximum Temperature of Warmest Month,2018,28.39999962
Zurich,Maximum Temperature of Warmest Month,2018,21.89999962
Bursa,Maximum Temperature of Warmest Month,2018,28.5
Oslo,Maximum Temperature of Warmest Month,2018,19.5
Chisinau,Maximum Temperature of Warmest Month,2018,25.10000038
Indianapolis,Maximum Temperature of Warmest Month,2018,28.89999962
Sacramento,Maximum Temperature of Warmest Month,2018,30.89999962
Pittsburgh,Maximum Temperature of Warmest Month,2018,28
Amman,Maximum Temperature of Warmest Month,2018,29.79999924
St. Louis,Maximum Temperature of Warmest Month,2018,31
Rome,Maximum Temperature of Warmest Month,2018,28.60000038
Moscow,Maximum Temperature of Warmest Month,2018,22.20000076
Aguascalientes,Maximum Temperature of Warmest Month,2018,28.79999924
Cincinnati,Maximum Temperature of Warmest Month,2018,29.5
Salt Lake City,Maximum Temperature of Warmest Month,2018,31.29999924
Cleveland,Maximum Temperature of Warmest Month,2018,27
Hamburg,Maximum Temperature of Warmest Month,2018,20.79999924
Detroit,Maximum Temperature of Warmest Month,2018,26.89999962
Baltimore,Maximum Temperature of Warmest Month,2018,30.29999924
Buffalo,Maximum Temperature of Warmest Month,2018,25.29999924
Vatican City,Maximum Temperature of Warmest Month,2018,28.5
Djibouti,Maximum Temperature of Warmest Month,2018,37.90000153
Dushanbe,Maximum Temperature of Warmest Month,2018,33.79999924
Mariehamn,Maximum Temperature of Warmest Month,2018,17.5
Brussels,Maximum Temperature of Warmest Month,2018,21.29999924
Marseille,Maximum Temperature of Warmest Month,2018,26.39999962
Louisville,Maximum Temperature of Warmest Month,2018,30.79999924
San Luis Potosi,Maximum Temperature of Warmest Month,2018,28.20000076
Naypyidaw,Maximum Temperature of Warmest Month,2018,34.90000153
Helsinki,Maximum Temperature of Warmest Month,2018,19.29999924
Chongqing,Maximum Temperature of Warmest Month,2018,30.89999962
Tallinn,Maximum Temperature of Warmest Month,2018,19.60000038
Urumqi,Maximum Temperature of Warmest Month,2018,28.60000038
Baku,Maximum Temperature of Warmest Month,2018,28.20000076
Aleppo,Maximum Temperature of Warmest Month,2018,34.40000153
Kobenhavn,Maximum Temperature of Warmest Month,2018,19.70000076
Pune,Maximum Temperature of Warmest Month,2018,34.29999924
Izmir,Maximum Temperature of Warmest Month,2018,31.89999962
San Salvador,Maximum Temperature of Warmest Month,2018,29.60000038
Bern,Maximum Temperature of Warmest Month,2018,22.29999924
Nagpur,Maximum Temperature of Warmest Month,2018,40.20000076
Riga,Maximum Temperature of Warmest Month,2018,20.29999924
Lille,Maximum Temperature of Warmest Month,2018,20.89999962
Sukhumi,Maximum Temperature of Warmest Month,2018,26.5
Nashville,Maximum Temperature of Warmest Month,2018,32.20000076
Ilorin,Maximum Temperature of Warmest Month,2018,33.29999924
Riyadh,Maximum Temperature of Warmest Month,2018,41.09999847
Guadalajara,Maximum Temperature of Warmest Month,2018,31.29999924
Leeds,Maximum Temperature of Warmest Month,2018,18.79999924
Ramallah,Maximum Temperature of Warmest Month,2018,27.89999962
Munich,Maximum Temperature of Warmest Month,2018,22.5
Cuiaba,Maximum Temperature of Warmest Month,2018,32.59999847
Kansas City,Maximum Temperature of Warmest Month,2018,31.70000076
Xian,Maximum Temperature of Warmest Month,2018,31.20000076
Memphis,Maximum Temperature of Warmest Month,2018,33.09999847
Chicago,Maximum Temperature of Warmest Month,2018,28.5
Nairobi,Maximum Temperature of Warmest Month,2018,24.70000076
Ahvaz,Maximum Temperature of Warmest Month,2018,44.29999924
Adelaide,Maximum Temperature of Warmest Month,2018,25.89999962
Perth,Maximum Temperature of Warmest Month,2018,28.10000038
Baghdad,Maximum Temperature of Warmest Month,2018,42.40000153
Cardiff,Maximum Temperature of Warmest Month,2018,19.79999924
Philadelphia,Maximum Temperature of Warmest Month,2018,29.29999924
Adana,Maximum Temperature of Warmest Month,2018,33.5
